document_id,company_id,ticker,company_name,filing_id,accession_number,filing_date,report_date,form_type,source_url,raw_html_path,canonical_text_path,corpus_views
000032019324000081,0000320193,AAPL,Apple Inc.,000032019324000081,0000320193-24-000081,2024-08-02,2024-06-29,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019324000081/aapl-20240629.htm,source_data/SEC/raw_html/000032019324000081.html,source_data/SEC/filing/000032019324000081.txt,filing|filing_metrics|company
000032019324000123,0000320193,AAPL,Apple Inc.,000032019324000123,0000320193-24-000123,2024-11-01,2024-09-28,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,source_data/SEC/raw_html/000032019324000123.html,source_data/SEC/filing/000032019324000123.txt,filing|filing_metrics|company
000032019325000008,0000320193,AAPL,Apple Inc.,000032019325000008,0000320193-25-000008,2025-01-31,2024-12-28,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000008/aapl-20241228.htm,source_data/SEC/raw_html/000032019325000008.html,source_data/SEC/filing/000032019325000008.txt,filing|filing_metrics|company
000032019325000057,0000320193,AAPL,Apple Inc.,000032019325000057,0000320193-25-000057,2025-05-02,2025-03-29,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000057/aapl-20250329.htm,source_data/SEC/raw_html/000032019325000057.html,source_data/SEC/filing/000032019325000057.txt,filing|filing_metrics|company
000032019325000073,0000320193,AAPL,Apple Inc.,000032019325000073,0000320193-25-000073,2025-08-01,2025-06-28,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019325000073/aapl-20250628.htm,source_data/SEC/raw_html/000032019325000073.html,source_data/SEC/filing/000032019325000073.txt,filing|filing_metrics|company
000032019325000079,0000320193,AAPL,Apple Inc.,000032019325000079,0000320193-25-000079,2025-10-31,2025-09-27,10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,source_data/SEC/raw_html/000032019325000079.html,source_data/SEC/filing/000032019325000079.txt,filing|filing_metrics|company
000156459022002324,0000789019,MSFT,MICROSOFT CORP,000156459022002324,0001564590-22-002324,2022-01-25,2021-12-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022002324/msft-10q_20211231.htm,source_data/SEC/raw_html/000156459022002324.html,source_data/SEC/filing/000156459022002324.txt,filing|filing_metrics|company
000156459022015675,0000789019,MSFT,MICROSOFT CORP,000156459022015675,0001564590-22-015675,2022-04-26,2022-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022015675/msft-10q_20220331.htm,source_data/SEC/raw_html/000156459022015675.html,source_data/SEC/filing/000156459022015675.txt,filing|filing_metrics|company
000156459022026876,0000789019,MSFT,MICROSOFT CORP,000156459022026876,0001564590-22-026876,2022-07-28,2022-06-30,10-K,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm,source_data/SEC/raw_html/000156459022026876.html,source_data/SEC/filing/000156459022026876.txt,filing|filing_metrics|company
000156459022035087,0000789019,MSFT,MICROSOFT CORP,000156459022035087,0001564590-22-035087,2022-10-25,2022-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459022035087/msft-10q_20220930.htm,source_data/SEC/raw_html/000156459022035087.html,source_data/SEC/filing/000156459022035087.txt,filing|filing_metrics|company
000156459023000733,0000789019,MSFT,MICROSOFT CORP,000156459023000733,0001564590-23-000733,2023-01-24,2022-12-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000156459023000733/msft-10q_20221231.htm,source_data/SEC/raw_html/000156459023000733.html,source_data/SEC/filing/000156459023000733.txt,filing|filing_metrics|company
000095017023014423,0000789019,MSFT,MICROSOFT CORP,000095017023014423,0000950170-23-014423,2023-04-25,2023-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017023014423/msft-20230331.htm,source_data/SEC/raw_html/000095017023014423.html,source_data/SEC/filing/000095017023014423.txt,filing|filing_metrics|company
000095017023035122,0000789019,MSFT,MICROSOFT CORP,000095017023035122,0000950170-23-035122,2023-07-27,2023-06-30,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,source_data/SEC/raw_html/000095017023035122.html,source_data/SEC/filing/000095017023035122.txt,filing|filing_metrics|company
000095017023054855,0000789019,MSFT,MICROSOFT CORP,000095017023054855,0000950170-23-054855,2023-10-24,2023-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017023054855/msft-20230930.htm,source_data/SEC/raw_html/000095017023054855.html,source_data/SEC/filing/000095017023054855.txt,filing|filing_metrics|company
000095017024008814,0000789019,MSFT,MICROSOFT CORP,000095017024008814,0000950170-24-008814,2024-01-30,2023-12-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024008814/msft-20231231.htm,source_data/SEC/raw_html/000095017024008814.html,source_data/SEC/filing/000095017024008814.txt,filing|filing_metrics|company
000095017024048288,0000789019,MSFT,MICROSOFT CORP,000095017024048288,0000950170-24-048288,2024-04-25,2024-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024048288/msft-20240331.htm,source_data/SEC/raw_html/000095017024048288.html,source_data/SEC/filing/000095017024048288.txt,filing|filing_metrics|company
000095017024087843,0000789019,MSFT,MICROSOFT CORP,000095017024087843,0000950170-24-087843,2024-07-30,2024-06-30,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,source_data/SEC/raw_html/000095017024087843.html,source_data/SEC/filing/000095017024087843.txt,filing|filing_metrics|company
000095017024118967,0000789019,MSFT,MICROSOFT CORP,000095017024118967,0000950170-24-118967,2024-10-30,2024-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017024118967/msft-20240930.htm,source_data/SEC/raw_html/000095017024118967.html,source_data/SEC/filing/000095017024118967.txt,filing|filing_metrics|company
000095017025010491,0000789019,MSFT,MICROSOFT CORP,000095017025010491,0000950170-25-010491,2025-01-29,2024-12-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017025010491/msft-20241231.htm,source_data/SEC/raw_html/000095017025010491.html,source_data/SEC/filing/000095017025010491.txt,filing|filing_metrics|company
000095017025061046,0000789019,MSFT,MICROSOFT CORP,000095017025061046,0000950170-25-061046,2025-04-30,2025-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000095017025061046/msft-20250331.htm,source_data/SEC/raw_html/000095017025061046.html,source_data/SEC/filing/000095017025061046.txt,filing|filing_metrics|company
000095017025100235,0000789019,MSFT,MICROSOFT CORP,000095017025100235,0000950170-25-100235,2025-07-30,2025-06-30,10-K,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,source_data/SEC/raw_html/000095017025100235.html,source_data/SEC/filing/000095017025100235.txt,filing|filing_metrics|company
000119312525256321,0000789019,MSFT,MICROSOFT CORP,000119312525256321,0001193125-25-256321,2025-10-29,2025-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000119312525256321/msft-20250930.htm,source_data/SEC/raw_html/000119312525256321.html,source_data/SEC/filing/000119312525256321.txt,filing|filing_metrics|company
000101872422000005,0001018724,AMZN,AMAZON COM INC,000101872422000005,0001018724-22-000005,2022-02-04,2021-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,source_data/SEC/raw_html/000101872422000005.html,source_data/SEC/filing/000101872422000005.txt,filing|filing_metrics|company
000101872422000013,0001018724,AMZN,AMAZON COM INC,000101872422000013,0001018724-22-000013,2022-04-29,2022-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000013/amzn-20220331.htm,source_data/SEC/raw_html/000101872422000013.html,source_data/SEC/filing/000101872422000013.txt,filing|filing_metrics|company
000101872422000019,0001018724,AMZN,AMAZON COM INC,000101872422000019,0001018724-22-000019,2022-07-29,2022-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000019/amzn-20220630.htm,source_data/SEC/raw_html/000101872422000019.html,source_data/SEC/filing/000101872422000019.txt,filing|filing_metrics|company
000101872422000023,0001018724,AMZN,AMAZON COM INC,000101872422000023,0001018724-22-000023,2022-10-28,2022-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000023/amzn-20220930.htm,source_data/SEC/raw_html/000101872422000023.html,source_data/SEC/filing/000101872422000023.txt,filing|filing_metrics|company
000101872423000004,0001018724,AMZN,AMAZON COM INC,000101872423000004,0001018724-23-000004,2023-02-03,2022-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,source_data/SEC/raw_html/000101872423000004.html,source_data/SEC/filing/000101872423000004.txt,filing|filing_metrics|company
000101872423000008,0001018724,AMZN,AMAZON COM INC,000101872423000008,0001018724-23-000008,2023-04-28,2023-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000008/amzn-20230331.htm,source_data/SEC/raw_html/000101872423000008.html,source_data/SEC/filing/000101872423000008.txt,filing|filing_metrics|company
000101872423000012,0001018724,AMZN,AMAZON COM INC,000101872423000012,0001018724-23-000012,2023-08-04,2023-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000012/amzn-20230630.htm,source_data/SEC/raw_html/000101872423000012.html,source_data/SEC/filing/000101872423000012.txt,filing|filing_metrics|company
000101872423000018,0001018724,AMZN,AMAZON COM INC,000101872423000018,0001018724-23-000018,2023-10-27,2023-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000018/amzn-20230930.htm,source_data/SEC/raw_html/000101872423000018.html,source_data/SEC/filing/000101872423000018.txt,filing|filing_metrics|company
000101872424000008,0001018724,AMZN,AMAZON COM INC,000101872424000008,0001018724-24-000008,2024-02-02,2023-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,source_data/SEC/raw_html/000101872424000008.html,source_data/SEC/filing/000101872424000008.txt,filing|filing_metrics|company
000101872424000083,0001018724,AMZN,AMAZON COM INC,000101872424000083,0001018724-24-000083,2024-05-01,2024-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000083/amzn-20240331.htm,source_data/SEC/raw_html/000101872424000083.html,source_data/SEC/filing/000101872424000083.txt,filing|filing_metrics|company
000101872424000130,0001018724,AMZN,AMAZON COM INC,000101872424000130,0001018724-24-000130,2024-08-02,2024-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000130/amzn-20240630.htm,source_data/SEC/raw_html/000101872424000130.html,source_data/SEC/filing/000101872424000130.txt,filing|filing_metrics|company
000101872424000161,0001018724,AMZN,AMAZON COM INC,000101872424000161,0001018724-24-000161,2024-11-01,2024-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000161/amzn-20240930.htm,source_data/SEC/raw_html/000101872424000161.html,source_data/SEC/filing/000101872424000161.txt,filing|filing_metrics|company
000101872425000004,0001018724,AMZN,AMAZON COM INC,000101872425000004,0001018724-25-000004,2025-02-07,2024-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm,source_data/SEC/raw_html/000101872425000004.html,source_data/SEC/filing/000101872425000004.txt,filing|filing_metrics|company
000101872425000036,0001018724,AMZN,AMAZON COM INC,000101872425000036,0001018724-25-000036,2025-05-02,2025-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000036/amzn-20250331.htm,source_data/SEC/raw_html/000101872425000036.html,source_data/SEC/filing/000101872425000036.txt,filing|filing_metrics|company
000101872425000086,0001018724,AMZN,AMAZON COM INC,000101872425000086,0001018724-25-000086,2025-08-01,2025-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm,source_data/SEC/raw_html/000101872425000086.html,source_data/SEC/filing/000101872425000086.txt,filing|filing_metrics|company
000101872425000123,0001018724,AMZN,AMAZON COM INC,000101872425000123,0001018724-25-000123,2025-10-31,2025-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm,source_data/SEC/raw_html/000101872425000123.html,source_data/SEC/filing/000101872425000123.txt,filing|filing_metrics|company
000165204422000019,0001652044,GOOGL,Alphabet Inc.,000165204422000019,0001652044-22-000019,2022-02-02,2021-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/goog-20211231.htm,source_data/SEC/raw_html/000165204422000019.html,source_data/SEC/filing/000165204422000019.txt,filing|filing_metrics|company
000165204422000029,0001652044,GOOGL,Alphabet Inc.,000165204422000029,0001652044-22-000029,2022-04-27,2022-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000029/goog-20220331.htm,source_data/SEC/raw_html/000165204422000029.html,source_data/SEC/filing/000165204422000029.txt,filing|filing_metrics|company
000165204422000071,0001652044,GOOGL,Alphabet Inc.,000165204422000071,0001652044-22-000071,2022-07-27,2022-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000071/goog-20220630.htm,source_data/SEC/raw_html/000165204422000071.html,source_data/SEC/filing/000165204422000071.txt,filing|filing_metrics|company
000165204422000090,0001652044,GOOGL,Alphabet Inc.,000165204422000090,0001652044-22-000090,2022-10-26,2022-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000090/goog-20220930.htm,source_data/SEC/raw_html/000165204422000090.html,source_data/SEC/filing/000165204422000090.txt,filing|filing_metrics|company
000165204423000016,0001652044,GOOGL,Alphabet Inc.,000165204423000016,0001652044-23-000016,2023-02-03,2022-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm,source_data/SEC/raw_html/000165204423000016.html,source_data/SEC/filing/000165204423000016.txt,filing|filing_metrics|company
000165204423000045,0001652044,GOOGL,Alphabet Inc.,000165204423000045,0001652044-23-000045,2023-04-26,2023-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000045/goog-20230331.htm,source_data/SEC/raw_html/000165204423000045.html,source_data/SEC/filing/000165204423000045.txt,filing|filing_metrics|company
000165204423000070,0001652044,GOOGL,Alphabet Inc.,000165204423000070,0001652044-23-000070,2023-07-26,2023-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000070/goog-20230630.htm,source_data/SEC/raw_html/000165204423000070.html,source_data/SEC/filing/000165204423000070.txt,filing|filing_metrics|company
000165204423000094,0001652044,GOOGL,Alphabet Inc.,000165204423000094,0001652044-23-000094,2023-10-25,2023-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000094/goog-20230930.htm,source_data/SEC/raw_html/000165204423000094.html,source_data/SEC/filing/000165204423000094.txt,filing|filing_metrics|company
000165204424000022,0001652044,GOOGL,Alphabet Inc.,000165204424000022,0001652044-24-000022,2024-01-31,2023-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,source_data/SEC/raw_html/000165204424000022.html,source_data/SEC/filing/000165204424000022.txt,filing|filing_metrics|company
000165204424000053,0001652044,GOOGL,Alphabet Inc.,000165204424000053,0001652044-24-000053,2024-04-26,2024-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/goog-20240331.htm,source_data/SEC/raw_html/000165204424000053.html,source_data/SEC/filing/000165204424000053.txt,filing|filing_metrics|company
000165204424000079,0001652044,GOOGL,Alphabet Inc.,000165204424000079,0001652044-24-000079,2024-07-24,2024-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/goog-20240630.htm,source_data/SEC/raw_html/000165204424000079.html,source_data/SEC/filing/000165204424000079.txt,filing|filing_metrics|company
000165204424000118,0001652044,GOOGL,Alphabet Inc.,000165204424000118,0001652044-24-000118,2024-10-30,2024-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/goog-20240930.htm,source_data/SEC/raw_html/000165204424000118.html,source_data/SEC/filing/000165204424000118.txt,filing|filing_metrics|company
000165204425000014,0001652044,GOOGL,Alphabet Inc.,000165204425000014,0001652044-25-000014,2025-02-05,2024-12-31,10-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,source_data/SEC/raw_html/000165204425000014.html,source_data/SEC/filing/000165204425000014.txt,filing|filing_metrics|company
000165204425000043,0001652044,GOOGL,Alphabet Inc.,000165204425000043,0001652044-25-000043,2025-04-25,2025-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000043/goog-20250331.htm,source_data/SEC/raw_html/000165204425000043.html,source_data/SEC/filing/000165204425000043.txt,filing|filing_metrics|company
000165204425000062,0001652044,GOOGL,Alphabet Inc.,000165204425000062,0001652044-25-000062,2025-07-24,2025-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/goog-20250630.htm,source_data/SEC/raw_html/000165204425000062.html,source_data/SEC/filing/000165204425000062.txt,filing|filing_metrics|company
000165204425000091,0001652044,GOOGL,Alphabet Inc.,000165204425000091,0001652044-25-000091,2025-10-30,2025-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/goog-20250930.htm,source_data/SEC/raw_html/000165204425000091.html,source_data/SEC/filing/000165204425000091.txt,filing|filing_metrics|company
000001961722000272,0000019617,JPM,JPMORGAN CHASE & CO,000001961722000272,0000019617-22-000272,2022-02-22,2021-12-31,10-K,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/jpm-20211231.htm,source_data/SEC/raw_html/000001961722000272.html,source_data/SEC/filing/000001961722000272.txt,filing|filing_metrics|company
000001961722000319,0000019617,JPM,JPMORGAN CHASE & CO,000001961722000319,0000019617-22-000319,2022-05-03,2022-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961722000319/jpm-20220331.htm,source_data/SEC/raw_html/000001961722000319.html,source_data/SEC/filing/000001961722000319.txt,filing|filing_metrics|company
000001961722000422,0000019617,JPM,JPMORGAN CHASE & CO,000001961722000422,0000019617-22-000422,2022-08-03,2022-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961722000422/jpm-20220630.htm,source_data/SEC/raw_html/000001961722000422.html,source_data/SEC/filing/000001961722000422.txt,filing|filing_metrics|company
000001961722000492,0000019617,JPM,JPMORGAN CHASE & CO,000001961722000492,0000019617-22-000492,2022-11-03,2022-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961722000492/jpm-20220930.htm,source_data/SEC/raw_html/000001961722000492.html,source_data/SEC/filing/000001961722000492.txt,filing|filing_metrics|company
000001961723000231,0000019617,JPM,JPMORGAN CHASE & CO,000001961723000231,0000019617-23-000231,2023-02-21,2022-12-31,10-K,https://www.sec.gov/Archives/edgar/data/19617/000001961723000231/jpm-20221231.htm,source_data/SEC/raw_html/000001961723000231.html,source_data/SEC/filing/000001961723000231.txt,filing|filing_metrics|company
000001961723000310,0000019617,JPM,JPMORGAN CHASE & CO,000001961723000310,0000019617-23-000310,2023-05-03,2023-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961723000310/jpm-20230331.htm,source_data/SEC/raw_html/000001961723000310.html,source_data/SEC/filing/000001961723000310.txt,filing|filing_metrics|company
000001961723000432,0000019617,JPM,JPMORGAN CHASE & CO,000001961723000432,0000019617-23-000432,2023-08-03,2023-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961723000432/jpm-20230630.htm,source_data/SEC/raw_html/000001961723000432.html,source_data/SEC/filing/000001961723000432.txt,filing|filing_metrics|company
000001961723000524,0000019617,JPM,JPMORGAN CHASE & CO,000001961723000524,0000019617-23-000524,2023-11-01,2023-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961723000524/jpm-20230930.htm,source_data/SEC/raw_html/000001961723000524.html,source_data/SEC/filing/000001961723000524.txt,filing|filing_metrics|company
000001961724000225,0000019617,JPM,JPMORGAN CHASE & CO,000001961724000225,0000019617-24-000225,2024-02-16,2023-12-31,10-K,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm,source_data/SEC/raw_html/000001961724000225.html,source_data/SEC/filing/000001961724000225.txt,filing|filing_metrics|company
000001961724000326,0000019617,JPM,JPMORGAN CHASE & CO,000001961724000326,0000019617-24-000326,2024-05-01,2024-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961724000326/jpm-20240331.htm,source_data/SEC/raw_html/000001961724000326.html,source_data/SEC/filing/000001961724000326.txt,filing|filing_metrics|company
000001961724000453,0000019617,JPM,JPMORGAN CHASE & CO,000001961724000453,0000019617-24-000453,2024-08-02,2024-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961724000453/jpm-20240630.htm,source_data/SEC/raw_html/000001961724000453.html,source_data/SEC/filing/000001961724000453.txt,filing|filing_metrics|company
000001961724000611,0000019617,JPM,JPMORGAN CHASE & CO,000001961724000611,0000019617-24-000611,2024-10-30,2024-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961724000611/jpm-20240930.htm,source_data/SEC/raw_html/000001961724000611.html,source_data/SEC/filing/000001961724000611.txt,filing|filing_metrics|company
000001961725000270,0000019617,JPM,JPMORGAN CHASE & CO,000001961725000270,0000019617-25-000270,2025-02-14,2024-12-31,10-K,https://www.sec.gov/Archives/edgar/data/19617/000001961725000270/jpm-20241231.htm,source_data/SEC/raw_html/000001961725000270.html,source_data/SEC/filing/000001961725000270.txt,filing|filing_metrics|company
000001961725000421,0000019617,JPM,JPMORGAN CHASE & CO,000001961725000421,0000019617-25-000421,2025-05-01,2025-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961725000421/jpm-20250331.htm,source_data/SEC/raw_html/000001961725000421.html,source_data/SEC/filing/000001961725000421.txt,filing|filing_metrics|company
000001961725000615,0000019617,JPM,JPMORGAN CHASE & CO,000001961725000615,0000019617-25-000615,2025-08-05,2025-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000001961725000615/jpm-20250630.htm,source_data/SEC/raw_html/000001961725000615.html,source_data/SEC/filing/000001961725000615.txt,filing|filing_metrics|company
000162828025048859,0000019617,JPM,JPMORGAN CHASE & CO,000162828025048859,0001628280-25-048859,2025-11-04,2025-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000162828025048859/jpm-20250930.htm,source_data/SEC/raw_html/000162828025048859.html,source_data/SEC/filing/000162828025048859.txt,filing|filing_metrics|company
000003408822000011,0000034088,XOM,EXXON MOBIL CORP,000003408822000011,0000034088-22-000011,2022-02-23,2021-12-31,10-K,https://www.sec.gov/Archives/edgar/data/34088/000003408822000011/xom-20211231.htm,source_data/SEC/raw_html/000003408822000011.html,source_data/SEC/filing/000003408822000011.txt,filing|filing_metrics|company
000003408822000026,0000034088,XOM,EXXON MOBIL CORP,000003408822000026,0000034088-22-000026,2022-05-04,2022-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/34088/000003408822000026/xom-20220331.htm,source_data/SEC/raw_html/000003408822000026.html,source_data/SEC/filing/000003408822000026.txt,filing|filing_metrics|company
000003408822000051,0000034088,XOM,EXXON MOBIL CORP,000003408822000051,0000034088-22-000051,2022-08-03,2022-06-30,10-Q,https://www.sec.gov/Archives/edgar/data/34088/000003408822000051/xom-20220630.htm,source_data/SEC/raw_html/000003408822000051.html,source_data/SEC/filing/000003408822000051.txt,filing|filing_metrics|company
000003408822000064,0000034088,XOM,EXXON MOBIL CORP,000003408822000064,0000034088-22-000064,2022-11-02,2022-09-30,10-Q,https://www.sec.gov/Archives/edgar/data/34088/000003408822000064/xom-20220930.htm,source_data/SEC/raw_html/000003408822000064.html,source_data/SEC/filing/000003408822000064.txt,filing|filing_metrics|company
000003408823000020,0000034088,XOM,EXXON MOBIL CORP,000003408823000020,0000034088-23-000020,2023-02-22,2022-12-31,10-K,https://www.sec.gov/Archives/edgar/data/34088/000003408823000020/xom-20221231.htm,source_data/SEC/raw_html/000003408823000020.html,source_data/SEC/filing/000003408823000020.txt,filing|filing_metrics|company
000003408823000030,0000034088,XOM,EXXON MOBIL CORP,000003408823000030,0000034088-23-000030,2023-05-02,2023-03-31,10-Q,https://www.sec.gov/Archives/edgar/data/34088/000003408823000030/xom-20230331.htm,source_data/SEC/raw_html/000003408823000030.html,source_data/SEC/filing/000003408823000030.txt,filing|filing_metrics|company
